Date,Year,Model,Revenue,Quantity Sold,Region,Country,Channel
16/05/2019,2019,BMW X5,78555,5,Asia,South Korea,Dealership
16/05/2019,2019,BMW X5,109712,1,South America,Chile,Dealership
16/05/2019,2019,BMW iX,68210,5,Africa,Nigeria,Wholesale
16/05/2019,2019,BMW i8,72124,2,Europe,United Kingdom,Wholesale
16/05/2019,2019,BMW X1,46956,1,Europe,United Kingdom,Wholesale
17/05/2019,2019,BMW X2,119686,4,South America,Chile,Wholesale
17/05/2019,2019,BMW M2,30318,2,North America,Canada,Wholesale
18/05/2019,2019,BMW 6 Series,96611,2,South America,Argentina,Wholesale
18/05/2019,2019,BMW iX3,60172,4,North America,United States,Wholesale
18/05/2019,2019,BMW 3 Series,107313,2,North America,Mexico,Dealership
,,,,,,,
19/05/2019,2019,BMW Z4,111795,1,Africa,Egypt,Wholesale
19/05/2019,2019,BMW i3,80764,3,Asia,South Korea,Dealership
20/05/2019,2019,BMW 5 Series,47401,3,Asia,South Korea,Wholesale
20/05/2019,2019,BMW M5,73034,5,South America,Peru,Wholesale
21/05/2019,2019,BMW 4 Series,116257,5,South America,Brazil,Wholesale
,,,,,,,
21/05/2019,2019,BMW M5,58082,1,Asia,Japan,Wholesale
23/05/2019,2019,BMW i8,62021,4,Asia,South Korea,Wholesale
23/05/2019,2019,BMW X1,48540,1,Asia,Japan,Wholesale
23/05/2019,2019,BMW X2,31705,5,Asia,Japan,Wholesale
24/05/2019,2019,BMW i8,107492,2,North America,United States,Wholesale
25/05/2019,2019,BMW i8,63785,1,North America,Mexico,Dealership
25/05/2019,2019,BMW 1 Series,96153,1,Africa,Nigeria,Wholesale
,,,,,,,
26/05/2019,2019,BMW X3,58604,4,Europe,Italy,Dealership
27/05/2019,2019,BMW X1,75588,5,Europe,United Kingdom,Dealership
27/05/2019,2019,BMW i3,46838,1,Africa,Morocco,Wholesale
27/05/2019,2019,BMW i4,46439,2,Europe,Italy,Dealership
28/05/2019,2019,BMW 7 Series,116840,2,South America,Peru,Wholesale
28/05/2019,2019,BMW 7 Series,45316,3,Africa,Kenya,Wholesale
28/05/2019,2019,BMW M4,107700,5,Europe,Germany,Wholesale
29/05/2019,2019,BMW i4,68738,2,South America,Argentina,Wholesale
29/05/2019,2019,BMW i3,68941,4,Africa,Nigeria,Wholesale
29/05/2019,2019,BMW M2,90766,5,South America,Argentina,Wholesale
29/05/2019,2019,BMW 1 Series,47674,2,South America,Chile,Wholesale
,,,,,,,
29/05/2019,2019,BMW X6,36861,1,Europe,Germany,Wholesale
30/05/2019,2019,BMW X5,92137,5,Europe,Spain,Wholesale
30/05/2019,2019,BMW X4,117057,2,South America,Chile,Wholesale
30/05/2019,2019,BMW 1 Series,53031,1,North America,Mexico,Wholesale
,,,,,,,
31/05/2019,2019,BMW X5,117610,3,North America,Canada,Wholesale
31/05/2019,2019,BMW 8 Series,114576,5,North America,Mexico,Wholesale
01/06/2019,2019,BMW X3,92484,5,Europe,France,Wholesale
02/06/2019,2019,BMW M5,88151,2,Europe,United Kingdom,Wholesale
02/06/2019,2019,BMW 8 Series,41117,3,Asia,South Korea,Wholesale
02/06/2019,2019,BMW X7,48989,4,South America,Peru,Wholesale
03/06/2019,2019,BMW X4,98737,2,Europe,Germany,Wholesale
03/06/2019,2019,BMW i8,102321,2,Europe,Spain,Wholesale
04/06/2019,2019,BMW i8,58090,4,South America,Colombia,Wholesale
04/06/2019,2019,BMW 4 Series,108671,4,South America,Argentina,Wholesale
,,,,,,,
05/06/2019,2019,BMW iX3,102372,4,Asia,China,Dealership
05/06/2019,2019,BMW 6 Series,35618,4,Asia,Thailand,Wholesale
05/06/2019,2019,BMW M3,31595,4,Europe,Germany,Dealership
05/06/2019,2019,BMW M8,40000,1,South America,Brazil,Wholesale
07/06/2019,2019,BMW 5 Series,103768,1,Africa,South Africa,Wholesale
07/06/2019,2019,BMW X3,102076,4,Africa,Kenya,Dealership
07/06/2019,2019,BMW X6,77031,3,South America,Colombia,Wholesale
08/06/2019,2019,BMW M2,118366,3,South America,Colombia,Wholesale
08/06/2019,2019,BMW 2 Series,38250,4,North America,Canada,Wholesale
,,,,,,,
08/06/2019,2019,BMW iX,75311,1,South America,Peru,Dealership
09/06/2019,2019,BMW iX3,33667,3,Europe,United Kingdom,Wholesale
09/06/2019,2019,BMW X4,109351,1,Asia,Thailand,Dealership
09/06/2019,2019,BMW X5,35289,2,Europe,Germany,Dealership
10/06/2019,2019,BMW iX3,114116,1,Africa,Morocco,Wholesale
10/06/2019,2019,BMW X4,40300,4,Asia,Thailand,Dealership
10/06/2019,2019,BMW 4 Series,85485,5,Europe,Germany,Dealership
,,,,,,,
10/06/2019,2019,BMW 4 Series,83866,4,North America,Mexico,Wholesale
,,,,,,,
11/06/2019,2019,BMW M2,80700,2,Asia,Japan,Wholesale
11/06/2019,2019,BMW Z4,105593,1,South America,Peru,Wholesale
11/06/2019,2019,BMW Z4,98237,3,Africa,Nigeria,Wholesale
11/06/2019,2019,BMW M8,46877,4,Asia,Japan,Wholesale
11/06/2019,2019,BMW 3 Series,67729,3,North America,Mexico,Wholesale
,,,,,,,
11/06/2019,2019,BMW 3 Series,115312,1,Africa,South Africa,Dealership
,,,,,,,
11/06/2019,2019,BMW i4,62205,2,South America,Brazil,Wholesale
12/06/2019,2019,BMW X5,112299,4,South America,Chile,Dealership
13/06/2019,2019,BMW X4,71709,3,Africa,Nigeria,Wholesale
14/06/2019,2019,BMW 3 Series,49046,4,North America,Mexico,Dealership
,,,,,,,
14/06/2019,2019,BMW 4 Series,33532,4,Europe,Germany,Wholesale
,,,,,,,
14/06/2019,2019,BMW X4,74776,3,North America,Mexico,Dealership
15/06/2019,2019,BMW 8 Series,77743,2,South America,Brazil,Wholesale
15/06/2019,2019,BMW 1 Series,45646,4,Europe,France,Wholesale
,,,,,,,
16/06/2019,2019,BMW M3,111298,2,South America,Brazil,Wholesale
17/06/2019,2019,BMW X5,76898,2,Africa,South Africa,Wholesale
17/06/2019,2019,BMW i3,33468,1,Europe,Italy,Wholesale
17/06/2019,2019,BMW M3,117236,3,North America,United States,Wholesale
18/06/2019,2019,BMW 7 Series,38834,1,Asia,South Korea,Wholesale
18/06/2019,2019,BMW X1,97035,5,Asia,Thailand,Wholesale
18/06/2019,2019,BMW 1 Series,104627,1,Asia,South Korea,Dealership
,,,,,,,
18/06/2019,2019,BMW 2 Series,71280,4,Africa,Egypt,Dealership
,,,,,,,
19/06/2019,2019,BMW 2 Series,109396,4,South America,Argentina,Wholesale
,,,,,,,
19/06/2019,2019,BMW iX3,57841,4,Africa,Kenya,Dealership
20/06/2019,2019,BMW 5 Series,71121,5,North America,Canada,Dealership
20/06/2019,2019,BMW iX,53462,2,Africa,Egypt,Dealership
21/06/2019,2019,BMW i4,69606,4,Africa,Nigeria,Wholesale
21/06/2019,2019,BMW X3,98273,1,Africa,Egypt,Dealership
21/06/2019,2019,BMW M4,74055,2,Asia,India,Dealership
21/06/2019,2019,BMW 2 Series,42054,1,Europe,United Kingdom,Dealership
,,,,,,,
21/06/2019,2019,BMW 6 Series,59865,1,Europe,Spain,Wholesale
21/06/2019,2019,BMW M4,53382,4,North America,Mexico,Dealership
22/06/2019,2019,BMW i3,33816,1,Africa,Kenya,Wholesale
22/06/2019,2019,BMW X3,43052,5,Asia,China,Wholesale
23/06/2019,2019,BMW 7 Series,93815,2,North America,Canada,Wholesale
24/06/2019,2019,BMW 3 Series,114482,4,Asia,Japan,Dealership
,,,,,,,
24/06/2019,2019,BMW M5,39530,4,South America,Brazil,Wholesale
25/06/2019,2019,BMW M3,110641,1,North America,Mexico,Wholesale
25/06/2019,2019,BMW iX,108731,1,North America,Mexico,Wholesale
26/06/2019,2019,BMW 3 Series,115176,3,North America,Canada,Wholesale
,,,,,,,
26/06/2019,2019,BMW M8,43598,3,Africa,Morocco,Wholesale
26/06/2019,2019,BMW 5 Series,69128,4,South America,Argentina,Dealership
26/06/2019,2019,BMW M2,98230,4,North America,Canada,Wholesale
26/06/2019,2019,BMW 3 Series,73452,1,South America,Colombia,Wholesale
,,,,,,,
26/06/2019,2019,BMW X1,80109,5,Africa,South Africa,Dealership
27/06/2019,2019,BMW M3,30372,5,Africa,South Africa,Wholesale
27/06/2019,2019,BMW Z4,91604,1,South America,Argentina,Dealership
27/06/2019,2019,BMW 3 Series,78266,3,Africa,Egypt,Wholesale
,,,,,,,
28/06/2019,2019,BMW 8 Series,74688,3,North America,Canada,Wholesale
28/06/2019,2019,BMW M8,57141,5,South America,Chile,Wholesale
28/06/2019,2019,BMW X5,31642,4,Africa,Morocco,Dealership
28/06/2019,2019,BMW iX,89347,1,Africa,Nigeria,Wholesale
29/06/2019,2019,BMW Z4,64139,4,North America,Canada,Wholesale
29/06/2019,2019,BMW i8,88694,3,Africa,Egypt,Dealership
29/06/2019,2019,BMW 8 Series,40002,5,Europe,Spain,Wholesale
30/06/2019,2019,BMW 1 Series,55030,4,Africa,Nigeria,Dealership
,,,,,,,
30/06/2019,2019,BMW iX,90635,3,South America,Peru,Wholesale
30/06/2019,2019,BMW 6 Series,47645,3,Africa,Kenya,Wholesale
01/07/2019,2019,BMW 6 Series,76335,3,Africa,Egypt,Wholesale
01/07/2019,2019,BMW X2,55180,4,Asia,India,Dealership
02/07/2019,2019,BMW M5,48226,2,Asia,India,Wholesale
03/07/2019,2019,BMW Z4,82262,5,Asia,South Korea,Dealership
03/07/2019,2019,BMW 7 Series,41369,3,North America,Mexico,Dealership
03/07/2019,2019,BMW iX,82685,4,Africa,Kenya,Dealership
03/07/2019,2019,BMW 2 Series,106848,1,Africa,Nigeria,Wholesale
,,,,,,,
04/07/2019,2019,BMW 2 Series,58194,5,Europe,United Kingdom,Wholesale
,,,,,,,
04/07/2019,2019,BMW 7 Series,57419,1,Europe,Spain,Wholesale
04/07/2019,2019,BMW iX3,114644,1,North America,Canada,Wholesale
05/07/2019,2019,BMW 8 Series,81069,4,Europe,United Kingdom,Wholesale
05/07/2019,2019,BMW i8,99734,2,South America,Peru,Dealership
05/07/2019,2019,BMW i3,114833,4,North America,United States,Wholesale
05/07/2019,2019,BMW 8 Series,110845,4,Asia,South Korea,Dealership
05/07/2019,2019,BMW 3 Series,34049,5,Asia,Japan,Wholesale
,,,,,,,
06/07/2019,2019,BMW X7,74867,4,Africa,Morocco,Wholesale
06/07/2019,2019,BMW X3,85911,5,Asia,India,Dealership
07/07/2019,2019,BMW 1 Series,66326,3,North America,Mexico,Wholesale
,,,,,,,
08/07/2019,2019,BMW X1,35351,5,Asia,Japan,Dealership
09/07/2019,2019,BMW i3,60110,4,Europe,Italy,Wholesale
10/07/2019,2019,BMW M8,102170,3,Africa,Morocco,Wholesale
10/07/2019,2019,BMW M4,83626,3,South America,Peru,Wholesale
10/07/2019,2019,BMW 1 Series,110352,2,North America,Mexico,Wholesale
,,,,,,,
10/07/2019,2019,BMW X7,100342,4,Europe,Spain,Dealership
11/07/2019,2019,BMW i4,47830,1,Asia,Thailand,Wholesale
11/07/2019,2019,BMW X1,31316,4,Europe,Spain,Wholesale
11/07/2019,2019,BMW 8 Series,36500,1,North America,United States,Wholesale
11/07/2019,2019,BMW 8 Series,36557,2,North America,Mexico,Wholesale
11/07/2019,2019,BMW X6,117943,4,Europe,Italy,Wholesale
12/07/2019,2019,BMW 6 Series,75640,2,Europe,Italy,Dealership
12/07/2019,2019,BMW X2,82693,1,Europe,Italy,Wholesale
13/07/2019,2019,BMW M5,47752,5,Africa,Kenya,Wholesale
13/07/2019,2019,BMW M3,69994,4,Europe,Germany,Dealership
13/07/2019,2019,BMW i8,48610,3,Africa,Nigeria,Wholesale
14/07/2019,2019,BMW 5 Series,65097,3,North America,Mexico,Dealership
15/07/2019,2019,BMW 7 Series,52972,2,South America,Brazil,Dealership
15/07/2019,2019,BMW Z4,100775,5,Africa,Kenya,Wholesale
16/07/2019,2019,BMW X6,57546,3,South America,Colombia,Wholesale
16/07/2019,2019,BMW i8,103524,3,North America,United States,Dealership
16/07/2019,2019,BMW 3 Series,41233,4,Asia,South Korea,Wholesale
,,,,,,,
17/07/2019,2019,BMW M5,75221,3,Asia,India,Dealership
17/07/2019,2019,BMW 6 Series,37585,1,Europe,United Kingdom,Wholesale
18/07/2019,2019,BMW 1 Series,38526,2,South America,Colombia,Wholesale
,,,,,,,
18/07/2019,2019,BMW X2,86714,3,Europe,Germany,Wholesale
18/07/2019,2019,BMW X6,90240,4,North America,Canada,Wholesale
20/07/2019,2019,BMW 3 Series,98951,1,Africa,Kenya,Wholesale
,,,,,,,
21/07/2019,2019,BMW 3 Series,50001,3,North America,United States,Wholesale
,,,,,,,
21/07/2019,2019,BMW M4,112119,2,Asia,Thailand,Wholesale
21/07/2019,2019,BMW M4,94108,2,North America,United States,Dealership
21/07/2019,2019,BMW 5 Series,53553,2,Asia,Japan,Dealership
23/07/2019,2019,BMW 6 Series,95322,3,Europe,France,Wholesale
23/07/2019,2019,BMW X2,114688,1,Asia,Japan,Wholesale
23/07/2019,2019,BMW 7 Series,108673,5,North America,United States,Wholesale
24/07/2019,2019,BMW iX,48064,2,South America,Argentina,Wholesale
24/07/2019,2019,BMW iX3,81299,1,Europe,Germany,Dealership
24/07/2019,2019,BMW i8,74767,4,Africa,Nigeria,Dealership
24/07/2019,2019,BMW 5 Series,63623,4,Europe,Spain,Dealership
25/07/2019,2019,BMW i4,65848,1,Africa,Kenya,Wholesale
25/07/2019,2019,BMW i3,52007,4,Europe,United Kingdom,Wholesale
25/07/2019,2019,BMW X7,58270,4,South America,Brazil,Wholesale
26/07/2019,2019,BMW 2 Series,51643,2,South America,Chile,Dealership
,,,,,,,
26/07/2019,2019,BMW X7,72580,3,North America,Canada,Wholesale
26/07/2019,2019,BMW X6,43065,3,North America,United States,Wholesale
26/07/2019,2019,BMW M4,101980,3,Africa,Morocco,Dealership
26/07/2019,2019,BMW 8 Series,99404,3,Europe,Italy,Wholesale
26/07/2019,2019,BMW M4,32700,1,North America,Mexico,Wholesale
27/07/2019,2019,BMW M8,100889,2,Africa,Nigeria,Dealership
27/07/2019,2019,BMW i4,77062,1,Europe,Spain,Wholesale
28/07/2019,2019,BMW 4 Series,52360,4,South America,Argentina,Wholesale
,,,,,,,
28/07/2019,2019,BMW i4,93008,2,Asia,Japan,Dealership
28/07/2019,2019,BMW M8,112341,5,North America,Mexico,Dealership
28/07/2019,2019,BMW iX3,108137,3,Asia,China,Wholesale
29/07/2019,2019,BMW X1,78384,4,Europe,United Kingdom,Dealership
29/07/2019,2019,BMW Z4,105019,3,South America,Colombia,Wholesale
30/07/2019,2019,BMW X4,98197,3,South America,Chile,Dealership
30/07/2019,2019,BMW iX,45921,3,South America,Chile,Wholesale
30/07/2019,2019,BMW 3 Series,117542,5,Asia,China,Dealership
,,,,,,,
31/07/2019,2019,BMW iX,39605,4,North America,Canada,Dealership
31/07/2019,2019,BMW i8,44975,3,Africa,Egypt,Wholesale
01/08/2019,2019,BMW i4,64819,3,Africa,Kenya,Wholesale
01/08/2019,2019,BMW 3 Series,57987,2,Africa,Egypt,Wholesale
,,,,,,,
01/08/2019,2019,BMW X4,61139,3,Europe,Spain,Wholesale
02/08/2019,2019,BMW X4,70067,2,South America,Argentina,Wholesale
02/08/2019,2019,BMW X4,92335,4,Europe,United Kingdom,Wholesale
03/08/2019,2019,BMW M8,83000,4,Asia,India,Wholesale
03/08/2019,2019,BMW i8,55734,4,South America,Chile,Wholesale
03/08/2019,2019,BMW X7,48206,2,North America,Canada,Dealership
04/08/2019,2019,BMW 4 Series,36971,5,South America,Colombia,Dealership
,,,,,,,
04/08/2019,2019,BMW i8,81265,5,South America,Brazil,Dealership
04/08/2019,2019,BMW 8 Series,49207,3,Asia,India,Dealership
04/08/2019,2019,BMW X6,42134,4,North America,Mexico,Wholesale
05/08/2019,2019,BMW 6 Series,94091,1,Europe,France,Wholesale
05/08/2019,2019,BMW 8 Series,79678,3,Africa,Kenya,Wholesale
05/08/2019,2019,BMW M4,75680,5,Europe,Italy,Dealership
05/08/2019,2019,BMW M4,119610,5,South America,Peru,Wholesale
05/08/2019,2019,BMW X2,51649,4,Africa,Kenya,Wholesale
06/08/2019,2019,BMW i4,97410,2,Europe,Spain,Wholesale
07/08/2019,2019,BMW M8,30357,3,Europe,Italy,Wholesale
07/08/2019,2019,BMW iX,92678,2,Africa,South Africa,Wholesale
07/08/2019,2019,BMW M4,44450,5,Africa,Nigeria,Dealership
08/08/2019,2019,BMW i8,90690,4,Europe,United Kingdom,Wholesale
08/08/2019,2019,BMW 7 Series,82930,5,Africa,Nigeria,Dealership
08/08/2019,2019,BMW iX,117420,4,South America,Argentina,Dealership
09/08/2019,2019,BMW 3 Series,72789,1,Africa,Egypt,Dealership
,,,,,,,
09/08/2019,2019,BMW 1 Series,73739,2,South America,Argentina,Dealership
,,,,,,,
09/08/2019,2019,BMW 2 Series,48085,3,South America,Colombia,Dealership
,,,,,,,
10/08/2019,2019,BMW M2,49144,4,North America,United States,Wholesale
10/08/2019,2019,BMW 4 Series,89301,1,South America,Chile,Dealership
,,,,,,,
11/08/2019,2019,BMW 5 Series,102083,1,Africa,Kenya,Wholesale
11/08/2019,2019,BMW X4,115923,2,North America,Mexico,Dealership
11/08/2019,2019,BMW 7 Series,38947,4,South America,Colombia,Wholesale
11/08/2019,2019,BMW X3,48113,3,Asia,South Korea,Dealership
12/08/2019,2019,BMW X5,99859,3,South America,Colombia,Dealership
12/08/2019,2019,BMW Z4,77709,3,Africa,South Africa,Wholesale
13/08/2019,2019,BMW M2,108871,5,Europe,Spain,Wholesale
14/08/2019,2019,BMW iX3,38301,5,South America,Colombia,Wholesale
14/08/2019,2019,BMW M8,101493,4,North America,Mexico,Dealership
14/08/2019,2019,BMW M2,82633,3,North America,Canada,Dealership
14/08/2019,2019,BMW iX,53071,1,Africa,Nigeria,Wholesale
14/08/2019,2019,BMW iX3,57633,3,Africa,Nigeria,Wholesale
15/08/2019,2019,BMW 8 Series,39832,4,Europe,Germany,Wholesale
15/08/2019,2019,BMW M3,49329,3,North America,Canada,Wholesale
16/08/2019,2019,BMW X1,96500,2,Africa,Morocco,Dealership
16/08/2019,2019,BMW X7,117663,3,Asia,India,Dealership
17/08/2019,2019,BMW M2,104215,1,North America,United States,Dealership
18/08/2019,2019,BMW X7,79800,4,North America,Canada,Wholesale
18/08/2019,2019,BMW 3 Series,46067,4,Africa,Nigeria,Wholesale
,,,,,,,
19/08/2019,2019,BMW X6,56328,1,North America,Canada,Wholesale
19/08/2019,2019,BMW i8,91463,4,Asia,India,Dealership
19/08/2019,2019,BMW M8,62267,3,Europe,Germany,Wholesale
20/08/2019,2019,BMW Z4,40556,4,Europe,France,Dealership
20/08/2019,2019,BMW 3 Series,79662,3,Europe,Germany,Dealership
,,,,,,,
20/08/2019,2019,BMW Z4,54592,4,Europe,United Kingdom,Wholesale
21/08/2019,2019,BMW M2,90523,3,Africa,Kenya,Dealership
21/08/2019,2019,BMW i4,81929,3,South America,Chile,Wholesale
21/08/2019,2019,BMW 3 Series,81134,1,Europe,Spain,Dealership
,,,,,,,
22/08/2019,2019,BMW 3 Series,31420,1,Africa,Kenya,Wholesale
,,,,,,,
22/08/2019,2019,BMW X4,76129,5,Africa,South Africa,Wholesale
22/08/2019,2019,BMW 2 Series,117081,1,Africa,Morocco,Dealership
,,,,,,,
22/08/2019,2019,BMW i3,69266,3,South America,Chile,Dealership
22/08/2019,2019,BMW 4 Series,47341,3,South America,Chile,Wholesale
,,,,,,,
23/08/2019,2019,BMW i4,58854,4,Africa,Morocco,Wholesale
24/08/2019,2019,BMW X2,35156,4,South America,Argentina,Wholesale
24/08/2019,2019,BMW X1,109952,5,Africa,Kenya,Wholesale
25/08/2019,2019,BMW 5 Series,93829,3,North America,Canada,Dealership
26/08/2019,2019,BMW M4,35429,5,Asia,Japan,Wholesale
26/08/2019,2019,BMW X7,48837,3,Europe,France,Dealership
26/08/2019,2019,BMW M3,41503,1,Asia,Japan,Wholesale
26/08/2019,2019,BMW 3 Series,70730,4,South America,Brazil,Wholesale
,,,,,,,
27/08/2019,2019,BMW X2,105768,5,North America,Canada,Wholesale
27/08/2019,2019,BMW M3,33654,2,South America,Peru,Wholesale
27/08/2019,2019,BMW 3 Series,97719,3,Europe,France,Wholesale
,,,,,,,
27/08/2019,2019,BMW X3,115915,1,Africa,Nigeria,Wholesale
27/08/2019,2019,BMW Z4,118705,2,Africa,Egypt,Dealership
27/08/2019,2019,BMW i4,97983,1,Europe,Germany,Dealership
28/08/2019,2019,BMW M4,99105,1,South America,Brazil,Wholesale
29/08/2019,2019,BMW i3,106812,3,North America,Mexico,Wholesale
29/08/2019,2019,BMW X4,118602,1,Asia,Japan,Dealership
29/08/2019,2019,BMW M3,64563,5,South America,Peru,Wholesale
30/08/2019,2019,BMW M8,109423,2,Africa,South Africa,Wholesale
30/08/2019,2019,BMW i8,117008,1,South America,Argentina,Dealership
30/08/2019,2019,BMW X4,52614,1,South America,Argentina,Dealership
30/08/2019,2019,BMW M4,56801,4,North America,United States,Dealership
30/08/2019,2019,BMW M3,72732,4,Europe,United Kingdom,Dealership
31/08/2019,2019,BMW i8,104174,5,Europe,United Kingdom,Wholesale
01/09/2019,2019,BMW 4 Series,58572,4,Europe,Italy,Wholesale
,,,,,,,
01/09/2019,2019,BMW M5,82463,1,North America,Canada,Wholesale
01/09/2019,2019,BMW iX,112054,1,North America,Canada,Wholesale
01/09/2019,2019,BMW 5 Series,93545,2,Europe,United Kingdom,Wholesale
02/09/2019,2019,BMW X5,32400,4,Africa,Morocco,Wholesale
02/09/2019,2019,BMW 4 Series,95729,3,North America,United States,Dealership
,,,,,,,
02/09/2019,2019,BMW 2 Series,42209,4,Europe,Spain,Wholesale
,,,,,,,
02/09/2019,2019,BMW i8,69889,1,South America,Chile,Wholesale
02/09/2019,2019,BMW 8 Series,48599,2,Asia,Thailand,Dealership
03/09/2019,2019,BMW M3,42777,4,South America,Chile,Wholesale
03/09/2019,2019,BMW 5 Series,60283,2,Europe,France,Dealership
03/09/2019,2019,BMW i3,114985,4,South America,Peru,Wholesale
03/09/2019,2019,BMW X5,99810,5,Africa,Egypt,Dealership
04/09/2019,2019,BMW M3,56207,1,Europe,Spain,Wholesale
04/09/2019,2019,BMW i3,33534,1,Asia,China,Dealership
04/09/2019,2019,BMW X3,86628,3,Europe,Spain,Wholesale
04/09/2019,2019,BMW iX3,67639,1,South America,Colombia,Wholesale
05/09/2019,2019,BMW X5,54269,3,Asia,Thailand,Wholesale
06/09/2019,2019,BMW 1 Series,62402,1,Europe,Italy,Wholesale
,,,,,,,
06/09/2019,2019,BMW M5,78917,4,North America,United States,Wholesale
06/09/2019,2019,BMW 5 Series,52129,4,North America,Canada,Dealership
06/09/2019,2019,BMW i3,108649,5,North America,Canada,Dealership
06/09/2019,2019,BMW i3,98743,4,Europe,Italy,Wholesale
07/09/2019,2019,BMW M3,42202,2,South America,Brazil,Wholesale
07/09/2019,2019,BMW X1,60237,4,Africa,Kenya,Wholesale
07/09/2019,2019,BMW Z4,110506,3,Europe,Italy,Wholesale
07/09/2019,2019,BMW X6,71941,5,North America,Mexico,Wholesale
07/09/2019,2019,BMW X6,84261,2,Africa,South Africa,Wholesale
07/09/2019,2019,BMW 2 Series,62818,2,Asia,Japan,Dealership
,,,,,,,
08/09/2019,2019,BMW Z4,46942,1,Europe,Italy,Wholesale
08/09/2019,2019,BMW iX3,95738,3,South America,Chile,Dealership
08/09/2019,2019,BMW M5,105145,4,North America,United States,Dealership
09/09/2019,2019,BMW X5,103694,4,North America,Canada,Dealership
10/09/2019,2019,BMW iX3,115330,1,Africa,Kenya,Wholesale
10/09/2019,2019,BMW Z4,71049,4,North America,Canada,Wholesale
10/09/2019,2019,BMW M8,112283,2,North America,Mexico,Wholesale
11/09/2019,2019,BMW iX3,76007,4,Europe,Spain,Dealership
11/09/2019,2019,BMW X1,33527,4,South America,Peru,Wholesale
11/09/2019,2019,BMW i8,54271,2,Asia,Thailand,Dealership
11/09/2019,2019,BMW M2,112494,3,Asia,Japan,Dealership
12/09/2019,2019,BMW 1 Series,99363,3,Europe,Spain,Dealership
,,,,,,,
13/09/2019,2019,BMW 6 Series,102353,2,Europe,Germany,Dealership
